date,flight_number,route,aircraft_type,seats,distance_nm,scheduled_block_hours,actual_block_hours,dep_time_local,arr_time_sched_local,arr_time_actual_local,dep_delay_min,arr_delay_min,otp_arrival_15m,turnaround_time_min,weather_index,atc_congestion_index,wind_component_index,load_factor,pax,payload_kg,fuel_burn_kg,fuel_cost_inr_thousands,crew_cost_inr_thousands,maint_cost_inr_thousands,other_cost_inr_thousands,total_cost_inr_thousands,revenue_inr_thousands,profit_inr_thousands,extra_flight_possible_flag
2025-04-14,6E 2003,DEL-BOM,A321neo,232,707,2.24,2.32,13:00,15:14,15:17,-0.3,2.7,1,43,0.07,0.103,0.243,0.846,196,4465,5309,383.4,69.7,31.4,16.6,501.1,1093.0,592.0,0
2025-07-13,6E 2004,DEL-BOM,A320neo,186,707,2.25,2.41,15:30,17:45,17:55,-2.3,10.1,1,35,0.319,0.025,0.056,0.806,150,2917,5089,309.3,67.5,28.9,24.9,430.6,815.9,385.4,0
2025-08-05,6E 2000,DEL-BOM,A320neo,186,707,2.26,2.22,05:30,07:45,08:01,15.5,15.8,0,33,0.269,0.052,0.076,0.849,158,3382,4687,295.6,62.1,26.6,19.2,403.5,865.9,462.3,0
2024-12-30,6E 2000,DEL-BOM,A320ceo,180,707,2.35,2.4,05:30,07:50,07:59,7.8,8.0,1,31,0.393,0.171,0.229,0.942,170,3286,5570,364.5,62.3,33.6,18.3,478.6,1388.5,909.9,0
2025-03-05,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.31,18:00,20:15,20:30,10.0,15.3,0,32,0.06,0.451,0.118,0.961,173,2648,5360,348.1,60.1,32.3,29.1,469.6,1303.1,833.4,0
2025-04-23,6E 2001,DEL-BOM,A321neo,232,707,2.25,2.24,08:00,10:14,10:11,-2.2,-3.4,1,39,0.096,0.402,0.166,0.802,186,3715,5113,345.9,67.2,30.2,19.4,462.7,1599.2,1136.5,0
2024-09-03,6E 2003,DEL-BOM,A320ceo,180,707,2.27,2.45,13:00,15:15,15:40,10.9,24.6,0,29,0.32,0.187,0.153,0.785,141,2438,5677,383.7,63.6,34.3,27.5,509.1,874.1,365.0,0
2025-02-20,6E 2006,DEL-BOM,A320neo,186,707,2.23,2.35,20:30,22:43,23:03,14.3,19.6,0,40,0.239,0.265,0.079,0.769,143,3165,4974,330.8,65.9,28.3,28.7,453.7,1042.0,588.3,0
2025-02-06,6E 2002,DEL-BOM,A321neo,232,707,2.23,2.22,10:30,12:43,12:47,3.5,3.8,1,37,0.075,0.407,0.106,0.783,182,3592,5064,366.1,66.6,30.0,17.4,480.0,1442.3,962.3,0
2025-04-26,6E 2006,DEL-BOM,A320neo,186,707,2.23,2.15,20:30,22:44,22:45,3.7,1.3,1,43,0.156,0.268,0.214,0.866,161,2998,4540,336.0,60.2,25.8,15.8,437.8,1043.7,605.9,0
2025-02-24,6E 2003,DEL-BOM,A320neo,186,707,2.24,2.19,13:00,15:14,15:17,5.8,2.5,1,40,0.217,0.091,0.147,0.872,162,3448,4625,331.2,61.3,26.3,21.6,440.3,968.7,528.4,0
2025-08-02,6E 2003,DEL-BOM,A320neo,186,707,2.26,2.51,13:00,15:15,15:40,11.4,25.2,0,39,0.567,0.035,0.08,0.855,159,2522,5291,384.6,70.2,30.1,25.6,510.4,1387.3,876.9,0
2024-08-20,6E 2002,DEL-BOM,A320ceo,180,707,2.28,2.63,10:30,12:47,13:29,16.5,42.1,0,35,0.58,0.353,0.155,0.851,153,2468,6091,446.2,68.3,36.8,21.5,572.8,1004.7,431.9,0
2025-06-28,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.13,20:30,22:42,22:50,4.8,7.5,1,37,0.085,0.309,-0.152,0.813,189,3321,4859,362.9,63.9,28.8,16.1,471.7,1540.7,1069.0,0
2025-05-17,6E 2001,DEL-BOM,A321neo,232,707,2.24,2.23,08:00,10:14,10:14,1.8,-0.0,1,40,0.086,0.257,0.22,0.872,202,4002,5084,331.6,66.8,30.1,16.2,444.6,1266.0,821.4,0
2024-09-25,6E 2007,DEL-BOM,A320ceo,180,707,2.28,2.27,23:00,01:16,01:34,17.4,17.5,0,36,0.528,0.143,0.08,0.752,135,2417,5265,343.1,59.0,31.8,21.2,455.1,1060.5,605.4,0
2025-07-26,6E 2004,DEL-BOM,A320neo,186,707,2.26,2.26,15:30,17:45,17:54,12.5,9.4,1,37,0.427,0.097,0.153,0.777,144,2581,4760,304.3,63.2,27.1,17.3,411.9,983.9,572.0,0
2025-04-18,6E 2003,DEL-BOM,A320neo,186,707,2.21,2.36,13:00,15:12,15:31,5.9,18.6,0,32,0.097,0.137,0.01,0.852,158,3662,4986,368.7,66.0,28.3,26.2,489.2,924.7,435.5,0
2024-10-12,6E 2007,DEL-BOM,A321neo,232,707,2.24,2.32,23:00,01:14,01:30,10.4,16.4,0,41,0.113,0.077,0.167,0.865,201,3083,5288,325.9,69.6,31.3,29.7,456.5,1760.2,1303.7,0
2025-01-07,6E 2002,DEL-BOM,A320neo,186,707,2.39,2.62,10:30,12:53,13:25,17.4,32.7,0,38,0.485,0.165,0.073,0.967,180,3480,5530,332.2,73.3,31.4,23.8,460.6,1387.9,927.3,0
2025-03-14,6E 2005,DEL-BOM,A320neo,186,707,2.26,2.15,18:00,20:15,20:15,3.2,0.2,1,31,0.137,0.251,0.034,0.873,162,3550,4547,281.7,60.2,25.8,24.1,391.8,922.6,530.7,0
2025-01-03,6E 2007,DEL-BOM,A320ceo,180,707,2.38,2.67,23:00,01:22,01:52,12.2,29.9,0,40,0.508,0.169,0.067,0.783,141,2259,6194,376.7,69.4,37.4,27.7,511.2,956.1,444.9,0
2025-06-05,6E 2003,DEL-BOM,A320ceo,180,707,2.21,2.23,13:00,15:12,15:24,6.2,11.4,1,36,0.182,0.057,0.08,0.929,167,3329,5178,317.9,58.0,31.2,23.3,430.4,1422.3,992.0,0
2024-11-13,6E 2003,DEL-BOM,A321neo,232,707,2.2,2.21,13:00,15:12,15:26,12.3,14.3,1,37,0.237,0.126,0.04,0.955,221,3973,5040,362.7,66.2,29.8,16.9,475.7,1933.5,1457.9,0
2025-05-26,6E 2004,DEL-BOM,A320ceo,180,707,2.24,2.15,15:30,17:44,17:45,6.9,1.0,1,31,0.123,0.234,-0.142,0.865,156,2944,4999,314.5,56.0,30.1,25.6,426.2,1188.6,762.4,0
2024-09-18,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.32,05:30,07:45,08:07,16.1,21.5,0,39,0.491,0.158,0.114,0.775,139,3212,5389,353.7,60.3,32.5,15.2,461.7,920.4,458.7,0
2025-04-25,6E 2004,DEL-BOM,A320ceo,180,707,2.23,2.39,15:30,17:43,18:10,18.7,26.9,0,36,0.204,0.221,0.059,0.768,138,2510,5541,360.6,62.1,33.4,27.4,483.6,879.8,396.2,0
2025-06-05,6E 2006,DEL-BOM,A320ceo,180,707,2.21,2.26,20:30,22:42,22:53,8.8,11.1,1,34,0.097,0.301,0.052,0.983,177,3830,5253,353.3,58.7,31.6,21.4,465.1,1123.2,658.2,0
2025-08-01,6E 2005,DEL-BOM,A320ceo,180,707,2.29,2.42,18:00,20:17,20:28,5.8,11.8,1,39,0.594,0.355,0.059,0.835,150,3291,5621,403.1,62.9,33.9,21.5,521.4,927.1,405.7,0
2025-06-27,6E 2006,DEL-BOM,A320ceo,180,707,2.24,2.3,20:30,22:44,23:02,11.4,18.7,0,30,0.078,0.521,0.356,0.842,152,2829,5334,350.0,59.7,32.2,15.2,457.1,1185.3,728.2,0
2025-06-06,6E 2002,DEL-BOM,A320neo,186,707,2.26,2.31,10:30,12:45,12:57,9.3,12.1,1,38,0.075,0.316,-0.146,0.826,154,2424,4875,345.9,64.7,27.7,17.5,455.8,1236.1,780.4,0
2025-04-02,6E 2005,DEL-BOM,A320neo,186,707,2.26,2.28,18:00,20:15,20:33,11.6,18.4,0,38,0.202,0.336,0.265,0.832,155,2865,4817,317.0,63.9,27.4,17.9,426.2,949.7,523.5,0
2024-12-04,6E 2006,DEL-BOM,A320neo,186,707,2.3,2.61,20:30,22:48,23:18,10.2,30.1,0,36,0.419,0.345,0.189,0.828,154,2875,5502,364.5,73.0,31.3,18.8,487.5,1051.3,563.8,0
2025-08-19,6E 2001,DEL-BOM,A321neo,232,707,2.27,2.35,08:00,10:16,10:32,7.6,16.5,0,39,0.271,0.37,0.076,0.774,180,3071,5369,350.2,70.6,31.8,28.8,481.5,988.6,507.1,0
2024-11-26,6E 2004,DEL-BOM,A320ceo,180,707,2.21,2.29,15:30,17:42,17:50,3.6,8.1,1,41,0.221,0.063,0.071,0.914,164,3059,5313,328.2,59.5,32.0,25.0,444.7,1227.0,782.3,0
2025-01-07,6E 2007,DEL-BOM,A320neo,186,707,2.34,2.36,23:00,01:20,01:24,1.2,4.7,1,37,0.312,0.071,0.352,0.907,169,3181,4990,365.5,66.1,28.3,20.8,480.7,1264.9,784.2,0
2025-06-21,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.24,05:30,07:45,07:39,-3.2,-5.8,1,38,0.074,0.099,-0.023,0.848,153,3371,5201,333.5,58.2,31.3,17.4,440.5,991.8,551.3,0
2025-07-17,6E 2006,DEL-BOM,A321neo,232,707,2.31,2.27,20:30,22:48,22:46,3.7,-2.3,1,35,0.431,0.249,0.099,0.824,191,3498,5174,335.4,68.0,30.6,28.1,462.2,1641.8,1179.6,0
2024-10-09,6E 2000,DEL-BOM,A320neo,186,707,2.2,2.15,05:30,07:42,07:49,11.1,7.0,1,30,0.058,0.136,0.16,0.868,161,3282,4540,303.8,60.2,25.8,15.9,405.6,1268.7,863.2,0
2025-03-03,6E 2004,DEL-BOM,A320ceo,180,707,2.23,2.48,15:30,17:44,18:08,2.0,24.0,0,39,0.13,0.092,0.188,0.938,169,3090,5769,403.4,64.6,34.8,25.6,528.5,1036.6,508.2,0
2025-03-01,6E 2005,DEL-BOM,A320neo,186,707,2.25,2.29,18:00,20:14,20:31,15.1,16.6,0,39,0.158,0.187,0.006,0.81,151,3349,4835,351.5,64.1,27.5,18.6,461.6,890.9,429.3,0
2025-06-30,6E 2004,DEL-BOM,A320neo,186,707,2.25,2.26,15:30,17:44,17:50,6.3,5.7,1,40,0.051,0.177,0.085,0.852,159,2769,4769,356.4,63.3,27.1,26.3,473.0,1173.6,700.5,0
2024-09-22,6E 2006,DEL-BOM,A321neo,232,707,2.26,2.32,20:30,22:45,23:00,11.1,15.1,0,34,0.551,0.426,0.078,0.847,197,3519,5300,365.2,69.7,31.4,17.1,483.3,1180.2,696.8,0
2024-10-25,6E 2005,DEL-BOM,A321neo,232,707,2.26,2.31,18:00,20:15,20:30,19.1,15.4,0,42,0.125,0.403,0.204,0.824,191,3925,5274,359.8,69.3,31.2,18.0,478.3,1648.0,1169.7,0
2025-06-01,6E 2004,DEL-BOM,A321neo,232,707,2.24,2.13,15:30,17:44,17:47,8.7,3.0,1,36,0.17,0.104,0.079,0.859,199,3568,4866,331.6,64.0,28.8,18.6,443.0,1489.3,1046.3,0
2025-06-18,6E 2007,DEL-BOM,A320ceo,180,707,2.21,2.18,23:00,01:12,01:18,7.4,5.9,1,42,0.147,0.101,0.028,0.902,162,3436,5062,377.8,56.6,30.5,26.2,491.2,1007.8,516.6,0
2025-04-28,6E 2001,DEL-BOM,A320neo,186,707,2.21,2.08,08:00,10:12,10:25,19.7,13.2,1,29,0.227,0.227,0.041,0.906,168,2782,4384,299.6,58.2,24.9,29.5,412.2,921.3,509.2,1
2024-09-03,6E 2006,DEL-BOM,A320neo,186,707,2.32,2.37,20:30,22:49,23:08,14.3,19.1,0,33,0.481,0.212,0.066,0.833,155,3179,5007,304.2,66.4,28.4,25.1,424.1,865.0,440.9,0
2025-02-11,6E 2003,DEL-BOM,A321neo,232,707,2.21,2.16,13:00,15:12,15:22,6.5,9.7,1,36,0.164,0.098,0.103,0.964,224,4116,4928,341.1,64.7,29.1,17.3,452.3,1872.1,1419.9,0
2024-12-25,6E 2002,DEL-BOM,A321neo,232,707,2.35,2.52,10:30,12:51,13:04,5.2,13.7,1,40,0.457,0.454,0.133,0.798,185,3154,5747,374.8,75.6,34.0,27.9,512.3,1549.3,1037.0,0
2025-02-09,6E 2006,DEL-BOM,A320neo,186,707,2.22,2.4,20:30,22:43,23:09,18.1,26.3,0,39,0.196,0.291,0.166,0.812,151,3225,5078,349.6,67.3,28.8,16.1,461.8,1173.0,711.1,0
2025-05-17,6E 2003,DEL-BOM,A320ceo,180,707,2.24,2.38,13:00,15:14,15:16,3.3,2.4,1,31,0.225,0.109,0.088,0.895,161,2867,5519,343.4,61.8,33.3,28.0,466.6,1003.7,537.1,0
2025-03-12,6E 2007,DEL-BOM,A320ceo,180,707,2.21,2.26,23:00,01:12,01:15,3.0,2.9,1,33,0.139,0.231,0.175,0.884,159,2885,5248,360.0,58.8,31.6,22.9,473.4,1344.5,871.1,0
2024-11-09,6E 2007,DEL-BOM,A320neo,186,707,2.24,2.35,23:00,01:14,01:26,7.5,11.8,1,33,0.148,0.102,-0.005,0.754,140,2890,4954,341.1,65.7,28.2,18.5,453.4,986.7,533.3,0
2024-12-28,6E 2000,DEL-BOM,A321neo,232,707,2.37,2.37,05:30,07:52,08:04,9.1,12.4,1,40,0.605,0.023,0.112,0.855,198,3541,5398,333.5,71.0,31.9,24.8,461.3,1536.6,1075.3,0
2025-08-04,6E 2000,DEL-BOM,A320neo,186,707,2.26,2.53,05:30,07:45,08:20,17.4,34.9,0,37,0.599,0.084,0.239,0.842,157,3408,5342,357.5,70.8,30.3,29.4,487.9,1262.8,774.9,0
2024-08-26,6E 2004,DEL-BOM,A321neo,232,707,2.26,2.38,15:30,17:45,18:01,10.8,15.5,0,41,0.582,0.089,0.016,0.868,201,2862,5434,396.9,71.5,32.2,16.8,517.4,1276.2,758.8,0
2024-12-21,6E 2004,DEL-BOM,A320ceo,180,707,2.36,2.47,15:30,17:51,17:59,5.4,8.2,1,37,0.608,0.145,0.102,0.726,131,3085,5744,407.2,64.3,34.6,22.2,528.3,935.1,406.7,0
2025-08-09,6E 2007,DEL-BOM,A321neo,232,707,2.25,2.32,23:00,01:15,01:28,9.0,13.8,1,40,0.551,0.0,0.09,0.71,165,3639,5301,337.5,69.7,31.4,27.8,466.3,875.1,408.8,0
2025-01-17,6E 2002,DEL-BOM,A320neo,186,707,2.39,2.35,10:30,12:53,12:59,12.7,6.5,1,38,0.443,0.299,0.143,0.873,162,2663,4955,339.5,65.7,28.2,15.6,449.0,1281.9,832.9,0
2025-04-28,6E 2007,DEL-BOM,A321neo,232,707,2.24,2.36,23:00,01:14,01:32,6.6,17.7,0,46,0.171,0.189,0.157,0.781,181,3604,5385,361.9,70.8,31.9,29.8,494.3,1137.5,643.2,0
2024-09-15,6E 2001,DEL-BOM,A320neo,186,707,2.26,2.51,08:00,10:15,10:28,1.1,13.0,1,38,0.263,0.201,0.055,0.799,149,3044,5311,326.3,70.4,30.2,19.9,446.7,835.3,388.6,0
2025-05-30,6E 2005,DEL-BOM,A320ceo,180,707,2.21,2.27,18:00,20:12,20:28,12.6,16.3,0,31,0.199,0.341,0.056,0.809,146,2956,5259,316.5,58.9,31.7,18.2,425.3,984.4,559.0,0
2025-07-06,6E 2006,DEL-BOM,A320ceo,180,707,2.31,2.41,20:30,22:48,22:54,4.1,5.8,1,31,0.423,0.39,0.045,0.795,143,2905,5601,390.3,62.7,33.8,19.6,506.4,1194.3,687.9,0
2024-12-04,6E 2002,DEL-BOM,A321neo,232,707,2.31,2.31,10:30,12:48,13:00,12.0,11.8,1,34,0.547,0.482,0.235,0.931,216,4033,5268,364.9,69.2,31.1,20.3,485.5,1332.9,847.4,0
2024-09-09,6E 2000,DEL-BOM,A320ceo,180,707,2.27,2.45,05:30,07:46,08:05,8.6,19.1,0,34,0.445,0.211,-0.102,0.734,132,3025,5678,397.6,63.6,34.2,28.2,523.6,1079.2,555.5,0
2025-04-15,6E 2005,DEL-BOM,A321neo,232,707,2.2,2.35,18:00,20:12,20:22,7.4,10.6,1,37,0.122,0.23,0.129,0.858,199,2963,5355,333.0,70.5,31.7,29.9,465.1,1156.8,691.7,0
2025-06-15,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.3,20:30,22:42,22:57,11.5,14.9,1,40,0.052,0.435,0.067,0.861,200,3757,5249,326.1,69.0,31.0,15.9,442.1,1507.7,1065.6,0
2025-06-12,6E 2005,DEL-BOM,A321neo,232,707,2.24,2.36,18:00,20:14,20:41,16.3,27.0,0,44,0.231,0.411,0.038,0.931,216,3498,5393,331.8,70.9,31.9,28.8,463.4,1511.1,1047.8,0
2025-07-14,6E 2006,DEL-BOM,A320ceo,180,707,2.28,2.17,20:30,22:46,22:37,0.3,-8.0,1,38,0.454,0.359,0.067,0.906,163,2903,5032,347.5,56.4,30.3,23.0,457.2,1327.8,870.6,0
2025-06-08,6E 2003,DEL-BOM,A320ceo,180,707,2.22,2.38,13:00,15:13,15:34,12.1,21.5,0,37,0.187,0.146,0.071,0.899,162,3127,5516,378.0,61.8,33.3,24.8,497.8,1413.7,915.9,0
2025-07-15,6E 2003,DEL-BOM,A321neo,232,707,2.31,2.58,13:00,15:18,15:38,2.6,19.8,0,45,0.454,0.233,0.12,0.859,199,3514,5885,385.0,77.4,34.8,20.1,517.3,1618.1,1100.9,0
2025-03-01,6E 2006,DEL-BOM,A320ceo,180,707,2.23,2.24,20:30,22:43,22:46,3.5,2.9,1,33,0.071,0.203,0.059,0.806,145,3604,5203,332.0,58.2,31.3,17.9,439.4,798.1,358.7,0
2024-09-16,6E 2004,DEL-BOM,A320ceo,180,707,2.31,2.41,15:30,17:48,18:15,15.9,27.2,0,26,0.541,0.134,0.226,0.842,151,2741,5587,349.7,62.6,33.7,19.5,465.5,877.3,411.8,0
2025-05-10,6E 2001,DEL-BOM,A321neo,232,707,2.25,2.39,08:00,10:14,10:28,3.0,13.1,1,37,0.113,0.335,0.266,0.99,230,4161,5449,339.7,71.6,32.2,17.5,460.9,1328.1,867.2,0
2025-05-10,6E 2005,DEL-BOM,A320neo,186,707,2.22,2.23,18:00,20:13,20:19,4.2,6.2,1,35,0.242,0.354,0.323,0.832,155,2625,4707,306.7,62.5,26.8,17.3,413.3,939.3,526.0,0
2024-09-14,6E 2007,DEL-BOM,A320neo,186,707,2.28,2.36,23:00,01:16,01:35,11.4,18.5,0,40,0.271,0.09,0.123,0.811,151,3210,4987,359.2,66.1,28.3,25.0,478.6,847.8,369.2,0
2025-07-16,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.4,18:00,20:15,20:30,8.6,14.6,1,36,0.542,0.195,0.114,0.764,137,2858,5568,372.8,62.4,33.6,16.1,484.9,1201.1,716.2,0
2025-05-27,6E 2004,DEL-BOM,A320ceo,180,707,2.24,2.3,15:30,17:44,17:52,4.6,8.0,1,28,0.181,0.163,0.358,0.875,158,3293,5344,397.8,59.8,32.2,19.8,509.7,1191.1,681.4,0
2025-01-28,6E 2006,DEL-BOM,A321neo,232,707,2.37,2.46,20:30,22:52,23:13,16.0,20.7,0,37,0.422,0.194,0.12,0.811,188,2441,5604,408.9,73.8,33.2,21.3,537.2,1163.0,625.8,0
2024-09-23,6E 2003,DEL-BOM,A321neo,232,707,2.29,2.38,13:00,15:17,15:34,9.9,16.6,0,34,0.328,0.16,0.17,0.803,186,3752,5441,356.0,71.5,32.2,18.2,477.9,1119.7,641.8,0
2024-08-30,6E 2007,DEL-BOM,A320neo,186,707,2.28,2.3,23:00,01:16,01:38,18.7,21.3,0,32,0.348,0.187,0.091,0.779,145,2441,4853,333.2,64.4,27.6,29.8,455.0,1125.9,670.8,0
2025-08-17,6E 2007,DEL-BOM,A321neo,232,707,2.28,2.53,23:00,01:16,01:48,16.2,32.1,0,44,0.576,0.158,0.071,0.854,198,3747,5782,421.7,76.0,34.2,22.5,554.4,1464.9,910.6,0
2024-09-20,6E 2002,DEL-BOM,A320neo,186,707,2.26,2.47,10:30,12:45,12:57,-2.6,11.2,1,39,0.4,0.306,0.021,0.92,171,3339,5218,341.5,69.1,29.6,26.2,466.5,1442.1,975.6,0
2025-08-11,6E 2003,DEL-BOM,A320ceo,180,707,2.28,2.36,13:00,15:16,15:38,18.2,21.6,0,36,0.297,0.159,-0.02,0.9,162,2487,5480,387.2,61.4,33.1,18.4,500.1,1313.3,813.2,0
2024-11-12,6E 2000,DEL-BOM,A320neo,186,707,2.25,2.31,05:30,07:44,07:49,-4.1,4.4,1,32,0.085,0.089,0.227,0.927,172,2666,4883,352.9,64.8,27.8,18.0,463.4,1342.3,878.8,0
2024-09-08,6E 2000,DEL-BOM,A321neo,232,707,2.28,2.47,05:30,07:46,08:00,0.5,13.4,1,47,0.559,0.113,0.103,0.896,208,4269,5652,349.9,74.2,33.4,26.2,483.7,1606.3,1122.5,0
2024-10-12,6E 2000,DEL-BOM,A320neo,186,707,2.26,2.13,05:30,07:45,07:45,1.8,0.1,1,35,0.216,0.07,0.025,0.736,137,2802,4489,318.3,59.5,25.5,22.5,425.9,1083.6,657.7,0
2024-12-01,6E 2003,DEL-BOM,A320ceo,180,707,2.32,2.3,13:00,15:19,15:25,9.9,6.7,1,41,0.63,0.144,0.238,0.871,157,2676,5333,390.6,59.8,32.2,22.3,504.9,888.7,383.9,0
2025-02-22,6E 2004,DEL-BOM,A320ceo,180,707,2.21,2.32,15:30,17:42,17:55,11.4,13.0,1,28,0.156,0.081,0.152,0.818,147,2678,5391,355.2,60.4,32.5,19.6,467.7,987.0,519.4,0
2025-06-27,6E 2001,DEL-BOM,A321neo,232,707,2.23,2.29,08:00,10:13,10:31,6.8,17.6,0,46,0.245,0.486,0.033,0.899,209,3297,5230,349.2,68.8,31.0,26.6,475.6,1330.0,854.5,0
2025-04-01,6E 2007,DEL-BOM,A320neo,186,707,2.23,2.22,23:00,01:13,01:12,-5.0,-1.2,1,37,0.091,0.099,0.189,0.891,166,3473,4683,290.1,62.0,26.6,20.3,399.0,1432.8,1033.8,0
2024-12-10,6E 2006,DEL-BOM,A320ceo,180,707,2.31,2.39,20:30,22:48,23:03,16.7,14.9,1,35,0.55,0.463,0.112,0.878,158,2552,5538,354.0,62.1,33.4,18.4,467.8,1191.1,723.2,0
2024-12-24,6E 2006,DEL-BOM,A320ceo,180,707,2.34,2.4,20:30,22:50,23:03,10.5,13.0,1,29,0.425,0.335,0.205,0.864,156,2643,5576,355.2,62.5,33.6,19.0,470.3,1250.8,780.4,0
2024-11-20,6E 2007,DEL-BOM,A321neo,232,707,2.22,2.2,23:00,01:13,01:25,9.4,11.8,1,41,0.095,0.12,0.182,0.824,191,3381,5022,303.7,66.0,29.7,15.0,414.5,1227.6,813.1,0
2024-10-18,6E 2005,DEL-BOM,A321neo,232,707,2.22,2.2,18:00,20:12,20:23,10.5,10.4,1,34,0.083,0.226,0.242,0.896,208,3914,5017,358.6,65.9,29.7,17.6,471.8,1588.2,1116.4,0
2025-06-09,6E 2004,DEL-BOM,A321neo,232,707,2.24,2.25,15:30,17:44,17:50,7.6,5.8,1,43,0.071,0.124,0.042,0.892,207,3693,5139,342.7,67.5,30.4,18.1,458.7,1765.2,1306.5,0
2025-02-12,6E 2007,DEL-BOM,A320ceo,180,707,2.21,2.24,23:00,01:12,01:18,4.9,6.1,1,35,0.065,0.175,0.176,0.842,152,2878,5208,321.8,58.3,31.4,28.9,440.5,843.0,402.5,0
2024-09-27,6E 2007,DEL-BOM,A320neo,186,707,2.25,2.23,23:00,01:15,01:34,15.2,19.4,0,28,0.561,0.073,0.164,0.763,142,3353,4705,337.3,62.3,26.7,22.5,448.9,957.2,508.3,0
2025-02-14,6E 2004,DEL-BOM,A321neo,232,707,2.2,2.28,15:30,17:42,17:45,0.5,3.8,1,29,0.055,0.103,0.195,0.902,209,3726,5203,378.6,68.4,30.8,23.7,501.5,1115.9,614.4,0
2025-07-28,6E 2002,DEL-BOM,A320neo,186,707,2.26,2.35,10:30,12:45,12:55,2.8,9.4,1,39,0.308,0.198,0.143,0.888,165,2406,4955,315.9,65.8,28.2,18.2,428.1,1318.1,890.1,0
2025-01-15,6E 2007,DEL-BOM,A320ceo,180,707,2.36,2.32,23:00,01:21,01:22,3.9,0.8,1,37,0.412,0.212,0.134,0.87,157,3016,5398,384.1,60.4,32.5,16.9,493.9,818.4,324.5,0
2024-11-23,6E 2007,DEL-BOM,A321neo,232,707,2.2,2.2,23:00,01:12,01:22,12.0,10.1,1,41,0.152,0.08,0.203,0.825,192,3910,5021,373.9,66.0,29.7,29.0,498.6,1087.8,589.2,0
2024-10-14,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.21,05:30,07:45,07:41,-5.0,-4.2,1,31,0.053,0.157,0.114,0.884,159,3118,5143,322.9,57.6,31.0,25.7,437.2,1041.7,604.6,0
2025-06-16,6E 2006,DEL-BOM,A320neo,186,707,2.23,2.28,20:30,22:44,23:12,21.1,28.4,0,41,0.247,0.42,0.013,0.947,176,2935,4819,322.2,63.9,27.4,17.8,431.3,1108.7,677.4,0
2024-11-07,6E 2000,DEL-BOM,A321neo,232,707,2.22,2.29,05:30,07:43,07:44,-1.1,1.3,1,37,0.24,0.079,0.035,0.759,176,2689,5214,367.4,68.6,30.9,23.2,490.1,1075.6,585.5,0
2024-09-04,6E 2001,DEL-BOM,A320ceo,180,707,2.31,2.51,08:00,10:18,10:36,9.9,17.7,0,41,0.467,0.224,0.073,0.842,152,3136,5822,410.0,65.2,35.1,17.0,527.3,1223.4,696.0,0
2025-08-06,6E 2005,DEL-BOM,A321neo,232,707,2.29,2.4,18:00,20:17,20:35,16.5,18.4,0,42,0.338,0.403,0.177,0.885,205,3405,5465,340.3,71.9,32.3,18.5,463.0,1725.5,1262.4,0
2024-09-07,6E 2005,DEL-BOM,A320ceo,180,707,2.27,2.26,18:00,20:16,20:10,2.2,-6.0,1,33,0.576,0.179,0.15,0.873,157,3432,5260,366.4,58.9,31.7,17.6,474.6,880.7,406.1,0
2025-07-20,6E 2000,DEL-BOM,A320neo,186,707,2.31,2.47,05:30,07:48,07:59,2.9,11.2,1,42,0.377,0.101,0.019,0.846,157,3475,5219,348.6,69.1,29.6,15.8,463.1,987.0,523.9,0
2025-06-14,6E 2004,DEL-BOM,A320neo,186,707,2.24,2.14,15:30,17:44,17:48,7.5,4.3,1,35,0.082,0.077,0.365,0.931,173,3496,4517,279.6,59.8,25.6,16.9,381.9,1376.2,994.3,0
2025-01-28,6E 2003,DEL-BOM,A320ceo,180,707,2.36,2.48,13:00,15:21,15:45,17.8,23.4,0,39,0.479,0.217,0.193,0.881,159,3194,5756,377.6,64.4,34.7,28.1,504.8,1176.2,671.4,0
2025-02-15,6E 2002,DEL-BOM,A321neo,232,707,2.23,2.24,10:30,12:43,13:00,12.2,16.9,0,36,0.106,0.341,0.203,0.765,177,3033,5110,382.8,67.2,30.3,27.4,507.7,1332.3,824.6,0
2025-07-11,6E 2002,DEL-BOM,A321neo,232,707,2.31,2.43,10:30,12:48,13:05,7.3,16.8,0,46,0.535,0.267,0.126,0.779,181,3640,5546,361.5,72.9,32.8,16.4,483.6,1010.5,526.9,0
2025-02-18,6E 2001,DEL-BOM,A320neo,186,707,2.23,2.44,08:00,10:14,10:41,12.4,27.0,0,37,0.186,0.33,0.012,0.879,163,4222,5156,355.1,68.2,29.2,23.6,476.2,1018.1,541.9,0
2024-09-15,6E 2003,DEL-BOM,A320neo,186,707,2.25,2.47,13:00,15:15,15:30,6.4,15.5,0,33,0.437,0.203,0.214,0.867,161,3042,5208,362.1,69.1,29.6,15.2,476.0,1136.4,660.4,0
2024-11-27,6E 2002,DEL-BOM,A321neo,232,707,2.23,2.26,10:30,12:43,13:11,24.9,27.8,0,42,0.247,0.401,-0.106,0.903,210,3537,5165,376.2,67.9,30.6,16.4,491.1,1178.6,687.4,0
